NIT;SUBSECTOR;VENTAS;GASTOFINANCIERO
890942914;FERRETERÍA, MATERIALES DE CONSTRUCCIÓN Y MAQUINARÍA;26215635000;462779000
892200994;FERRETERÍA, MATERIALES DE CONSTRUCCIÓN Y MAQUINARÍA;31778352000;652285000
900009522;FERRETERÍA, MATERIALES DE CONSTRUCCIÓN Y MAQUINARÍA;39668234000;403888000
900047189;FERRETERÍA, MATERIALES DE CONSTRUCCIÓN Y MAQUINARÍA;36452482000;391194000
900061096;FERRETERÍA, MATERIALES DE CONSTRUCCIÓN Y MAQUINARÍA;12108829000;378811000
900099942;FERRETERÍA, MATERIALES DE CONSTRUCCIÓN Y MAQUINARÍA;42272452000;410702000
900111779;FERRETERÍA, MATERIALES DE CONSTRUCCIÓN Y MAQUINARÍA;14189122000;22867000
900123504;FERRETERÍA, MATERIALES DE CONSTRUCCIÓN Y MAQUINARÍA;67493842000;1001520000
900140082;FERRETERÍA, MATERIALES DE CONSTRUCCIÓN Y MAQUINARÍA;18904540000;10123000
900170399;FERRETERÍA, MATERIALES DE CONSTRUCCIÓN Y MAQUINARÍA;6768750000;278619000
900174089;FERRETERÍA, MATERIALES DE CONSTRUCCIÓN Y MAQUINARÍA;51370937000;156903000
900194910;FERRETERÍA, MATERIALES DE CONSTRUCCIÓN Y MAQUINARÍA;47277003000;6074000
900196775;FERRETERÍA, MATERIALES DE CONSTRUCCIÓN Y MAQUINARÍA;101543685000;932629000
900210622;FERRETERÍA, MATERIALES DE CONSTRUCCIÓN Y MAQUINARÍA;135475888000;1730153000
900245577;FERRETERÍA, MATERIALES DE CONSTRUCCIÓN Y MAQUINARÍA;84769601000;668266000
900261768;FERRETERÍA, MATERIALES DE CONSTRUCCIÓN Y MAQUINARÍA;47658752000;383327000
900326443;FERRETERÍA, MATERIALES DE CONSTRUCCIÓN Y MAQUINARÍA;2727177000;1116420000
900353601;FERRETERÍA, MATERIALES DE CONSTRUCCIÓN Y MAQUINARÍA;23575526000;420000
900355101;FERRETERÍA, MATERIALES DE CONSTRUCCIÓN Y MAQUINARÍA;93238261000;2354053000
900377621;FERRETERÍA, MATERIALES DE CONSTRUCCIÓN Y MAQUINARÍA;53063784000;656031000
900428423;FERRETERÍA, MATERIALES DE CONSTRUCCIÓN Y MAQUINARÍA;13547585000;196001000
900433051;FERRETERÍA, MATERIALES DE CONSTRUCCIÓN Y MAQUINARÍA;16525904000;184022000
900482757;FERRETERÍA, MATERIALES DE CONSTRUCCIÓN Y MAQUINARÍA;67854587000;57000
900588708;FERRETERÍA, MATERIALES DE CONSTRUCCIÓN Y MAQUINARÍA;1623459000;7364000
900779576;FERRETERÍA, MATERIALES DE CONSTRUCCIÓN Y MAQUINARÍA;29286349000;3897047000
50313000044;FERRETERÍA, MATERIALES DE CONSTRUCCIÓN Y MAQUINARÍA;11862276000;191286000
900203191;FIDUCIARIAS;104378975000;52450673000
50153001529;FIDUCIARIAS;4354912000;1692753000
50203005020;FIDUCIARIAS;146191000000;18671000000
50212017422;FIDUCIARIAS;1276938000;5056000
50313007779;FIDUCIARIAS;130760000;1569740000
50384004519;FIDUCIARIAS;1245043000;99000
800023622;FLORES;30284813000;129041000
800050714;FLORES;33562448000;49010000
830010738;FLORES;259450868000;10718073000
860032436;FLORES;22802838000;53701000
860043345;FLORES;30994571000;2160527000
860048521;FLORES;34171729000;106259000
860351923;FLORES;23772601000;42946000
860522101;FLORES;64916427000;181313000
860524163;FLORES;34537330000;979000
890938755;FLORES;38554658000;224773000
900353094;FLORES;661550000;57629000
900386640;FLORES;1939463000;9000
50314052088;FONDOS DE PENSIONES;342000;346380000
50423054376;FONDOS DE PENSIONES;168000;2091000
800168533;GANADERÍA Y PORCICULTURA;8756919000;461427000
800194803;GANADERÍA Y PORCICULTURA;2219697000;122049000
800198575;GANADERÍA Y PORCICULTURA;7316427000;49171000
805029389;GANADERÍA Y PORCICULTURA;33514800000;955386000
811019880;GANADERÍA Y PORCICULTURA;159055292000;4571119000
811036799;GANADERÍA Y PORCICULTURA;22219692000;48922000
830016868;GANADERÍA Y PORCICULTURA;195787707000;1662793000
830041337;GANADERÍA Y PORCICULTURA;2981411000;213708000
830082561;GANADERÍA Y PORCICULTURA;6502115000;410533000
860005331;GANADERÍA Y PORCICULTURA;8077937000;1700054000
860029445;GANADERÍA Y PORCICULTURA;71764726000;2372864000
860032763;GANADERÍA Y PORCICULTURA;3560821000;41831000
890207037;GANADERÍA Y PORCICULTURA;210364562000;20301557000
890704021;GANADERÍA Y PORCICULTURA;20803697000;375762000
900030249;GANADERÍA Y PORCICULTURA;5019861000;561991000
900066246;GANADERÍA Y PORCICULTURA;11021241000;334863000
900114825;GANADERÍA Y PORCICULTURA;6476296000;69060000
900154466;GANADERÍA Y PORCICULTURA;20096815000;230924000
900174581;GANADERÍA Y PORCICULTURA;6781713000;123814000
900234273;GANADERÍA Y PORCICULTURA;3224817000;185142000
900242553;GANADERÍA Y PORCICULTURA;32149589000;2425942000
900439738;GANADERÍA Y PORCICULTURA;857180000;199748000
900511074;GANADERÍA Y PORCICULTURA;16558359000;1081242000
900743505;GANADERÍA Y PORCICULTURA;604994000;178600000
900802220;GANADERÍA Y PORCICULTURA;188357000;30134000
800007813;GAS;1953651870000;24654281000
800074033;GAS;63506334000;319186000
800167643;GAS;986232024000;32720415000
800202395;GAS;314317725000;8183086000
830045472;GAS;154008368000;3965236000
830064700;GAS;56709724000;979806000
890101691;GAS;930348532000;40810454000
890205952;GAS;138306396000;3179032000
890208316;GAS;52459623000;2836503000
890310688;GAS;94264786000;558789000
890400869;GAS;617791009000;25892536000
890503900;GAS;73808400000;3574417000
891101577;GAS;352562955000;20293676000
892115036;GAS;50438751000;2648069000
900493698;GAS;362249833000;9126905000
800043202;GRASAS Y ACEITES;34918549000;388700000
800174659;GRASAS Y ACEITES;54651390000;1404640000
822000422;GRASAS Y ACEITES;10174915000;378212000
830143316;GRASAS Y ACEITES;39829940000;866431000
860000006;GRASAS Y ACEITES;566340176000;6361850000
860005264;GRASAS Y ACEITES;210345586000;10917578000
860090365;GRASAS Y ACEITES;84457641000;399386000
860501145;GRASAS Y ACEITES;85435004000;1010145000
890100703;GRASAS Y ACEITES;340703799000;3733917000
890102110;GRASAS Y ACEITES;279501420000;5976545000
890208596;GRASAS Y ACEITES;120869987000;688882000
890212868;GRASAS Y ACEITES;63786255000;63301000
891300529;GRASAS Y ACEITES;345129902000;3474079000
900104517;GRASAS Y ACEITES;391748126000;7708000000
900195542;GRASAS Y ACEITES;26029475000;2620888000
900452709;GRASAS Y ACEITES;31866526000;1265293000
900484906;GRASAS Y ACEITES;102822000000;7357000000
900556147;GRASAS Y ACEITES;68138381000;2473800000
800078692;HOTELES, TURISMO Y AGENCIAS DE TURISMO;20758433000;404898000
800157788;HOTELES, TURISMO Y AGENCIAS DE TURISMO;3023061000;155572000
800180375;HOTELES, TURISMO Y AGENCIAS DE TURISMO;32657661000;227756000
800238090;HOTELES, TURISMO Y AGENCIAS DE TURISMO;11244676000;113494000
800241635;HOTELES, TURISMO Y AGENCIAS DE TURISMO;24808839000;245222000
800241641;HOTELES, TURISMO Y AGENCIAS DE TURISMO;6312772000;119187000
800247030;HOTELES, TURISMO Y AGENCIAS DE TURISMO;18705859000;13100000
802019166;HOTELES, TURISMO Y AGENCIAS DE TURISMO;16761292000;267925000
811012295;HOTELES, TURISMO Y AGENCIAS DE TURISMO;23520595000;439810000
830032945;HOTELES, TURISMO Y AGENCIAS DE TURISMO;19239918000;255467000
830140638;HOTELES, TURISMO Y AGENCIAS DE TURISMO;9736747000;17496000
830511280;HOTELES, TURISMO Y AGENCIAS DE TURISMO;22776558000;608087000
860000018;HOTELES, TURISMO Y AGENCIAS DE TURISMO;179050329000;1333500000
860019004;HOTELES, TURISMO Y AGENCIAS DE TURISMO;18800098000;79074000
860046192;HOTELES, TURISMO Y AGENCIAS DE TURISMO;17867323000;427799000
860517030;HOTELES, TURISMO Y AGENCIAS DE TURISMO;14149550000;244318000
890100705;HOTELES, TURISMO Y AGENCIAS DE TURISMO;3799237000;76686000
890304099;HOTELES, TURISMO Y AGENCIAS DE TURISMO;229236906000;9339923000
890401427;HOTELES, TURISMO Y AGENCIAS DE TURISMO;27868229000;1234894000
890401617;HOTELES, TURISMO Y AGENCIAS DE TURISMO;20578121000;352274000
890404389;HOTELES, TURISMO Y AGENCIAS DE TURISMO;83569877000;4532536000
890404970;HOTELES, TURISMO Y AGENCIAS DE TURISMO;28654426000;1733153000
891700612;HOTELES, TURISMO Y AGENCIAS DE TURISMO;47056073000;331503000
900069224;HOTELES, TURISMO Y AGENCIAS DE TURISMO;16225333000;97108000
900087469;HOTELES, TURISMO Y AGENCIAS DE TURISMO;39806454000;4247578000
900095648;HOTELES, TURISMO Y AGENCIAS DE TURISMO;59519131000;2623198000
900113519;HOTELES, TURISMO Y AGENCIAS DE TURISMO;2320865000;62440000
900115137;HOTELES, TURISMO Y AGENCIAS DE TURISMO;2893626000;52853000
900295363;HOTELES, TURISMO Y AGENCIAS DE TURISMO;94000;1665000
900304940;HOTELES, TURISMO Y AGENCIAS DE TURISMO;97803512000;1081575000
900325227;HOTELES, TURISMO Y AGENCIAS DE TURISMO;13367857000;1917367000
900345450;HOTELES, TURISMO Y AGENCIAS DE TURISMO;2145721000;23340000
900360261;HOTELES, TURISMO Y AGENCIAS DE TURISMO;19773904000;122040000
900385136;HOTELES, TURISMO Y AGENCIAS DE TURISMO;9187000000;2134000000
900386879;HOTELES, TURISMO Y AGENCIAS DE TURISMO;24030000000;6922000000
900399903;HOTELES, TURISMO Y AGENCIAS DE TURISMO;3876854000;65173000
900569385;HOTELES, TURISMO Y AGENCIAS DE TURISMO;7860977000;223000
900572163;HOTELES, TURISMO Y AGENCIAS DE TURISMO;6925369000;843000
50314044334;HOTELES, TURISMO Y AGENCIAS DE TURISMO;254485000;923186000
800024265;IMPRENTAS Y EDICIÓN;20778300000;29642000
800096812;IMPRENTAS Y EDICIÓN;107230093000;1040182000
800103903;IMPRENTAS Y EDICIÓN;106768000000;1443000000
800159376;IMPRENTAS Y EDICIÓN;62979716000;566667000
830014825;IMPRENTAS Y EDICIÓN;45717013000;472692000
830095970;IMPRENTAS Y EDICIÓN;10893699000;33130000
830112447;IMPRENTAS Y EDICIÓN;10363158000;63638000
860003956;IMPRENTAS Y EDICIÓN;13986763000;107004000
860005080;IMPRENTAS Y EDICIÓN;138109897000;5669471000
860038955;IMPRENTAS Y EDICIÓN;60248398000;658576000
860048346;IMPRENTAS Y EDICIÓN;20603063000;5438123000
860079943;IMPRENTAS Y EDICIÓN;84146122000;812870000
860079968;IMPRENTAS Y EDICIÓN;29300515000;30038000
890304375;IMPRENTAS Y EDICIÓN;24987574000;34848000
890900314;IMPRENTAS Y EDICIÓN;18461995000;376768000
890930534;IMPRENTAS Y EDICIÓN;104698097000;1466772000
900080694;IMPRENTAS Y EDICIÓN;18862620000;661985000
900080698;IMPRENTAS Y EDICIÓN;9683367000;2230000
900461844;IMPRENTAS Y EDICIÓN;31292805000;444880000
900475033;IMPRENTAS Y EDICIÓN;3690010000;4000
900482687;IMPRENTAS Y EDICIÓN;80513205000;1062945000
900486095;IMPRENTAS Y EDICIÓN;31358859000;246563000
900562689;IMPRENTAS Y EDICIÓN;7896109000;338000
900682841;IMPRENTAS Y EDICIÓN;48344216000;503288000
804016642;INDUSTRIA BÁSICA DE HIERRO Y ACERO;38765321000;1122254000
817002926;INDUSTRIA BÁSICA DE HIERRO Y ACERO;100090370000;859841000
860000332;INDUSTRIA BÁSICA DE HIERRO Y ACERO;51544318000;362780000
860002459;INDUSTRIA BÁSICA DE HIERRO Y ACERO;286467917000;10479469000
860026753;INDUSTRIA BÁSICA DE HIERRO Y ACERO;547975044000;6597168000
890333023;INDUSTRIA BÁSICA DE HIERRO Y ACERO;320519208000;4547199000
890906752;INDUSTRIA BÁSICA DE HIERRO Y ACERO;156136695000;985520000
890920168;INDUSTRIA BÁSICA DE HIERRO Y ACERO;17245690000;367697000
900174468;INDUSTRIA BÁSICA DE HIERRO Y ACERO;289903177000;4539279000
900311868;INDUSTRIA BÁSICA DE HIERRO Y ACERO;82989449000;3559851000
900331409;INDUSTRIA BÁSICA DE HIERRO Y ACERO;2613750000;6318072000
900649261;INDUSTRIA BÁSICA DE HIERRO Y ACERO;19156568000;226753000
900800803;INDUSTRIA BÁSICA DE HIERRO Y ACERO;23327489000;646779000
310100747417;INDUSTRIA BÁSICA DE HIERRO Y ACERO;526544121784;454812063
800044402;IPS;90582339000;2176108000
800051998;IPS;39823686000;959291000
800066001;IPS;57605709000;290768000
800067065;IPS;175132468000;10191225000
800085486;IPS;50671452000;3260674000
800087565;IPS;31748563000;161552000
800094898;IPS;23765751000;516550000
800117564;IPS;60220345000;102208000
800125872;IPS;70270419000;4706154000
800126785;IPS;37583468000;3722000
800130907;IPS;1700138573000;266661000
800149026;IPS;97322121000;2535082000
800149384;IPS;561260418000;7873763000
800185449;IPS;119183910000;154859000
800209804;IPS;22917579000;464116000
800222660;IPS;21903363000;842050000
800223206;IPS;64954121000;418061000
800225057;IPS;171901785000;1738425000
800241602;IPS;56026033000;885876000
801000713;IPS;136720396000;2532892000
804014839;IPS;58277685000;945184000
805013591;IPS;54780362000;1619999000
805023423;IPS;124310853000;2047065000
806004548;IPS;36053000000;186000000
811007144;IPS;40902701000;1125450000
811007832;IPS;317164268000;10069000
811016192;IPS;548791064000;4998274000
811042064;IPS;19152757000;405670000
811046900;IPS;110620849000;930724000
813001952;IPS;258534626000;4300619000
813011577;IPS;49322337000;960748000
817003166;IPS;109211528000;2267797000
830005028;IPS;4162838000;14520000
830007355;IPS;351191806000;1217838000
830009622;IPS;4438000000;6000000
830033206;IPS;182633167000;18032524000
830066626;IPS;23929638000;400442000
830108482;IPS;58422158000;858674000
830113849;IPS;58899610000;804411000
830123731;IPS;63346548000;1627979000
860002541;IPS;144462035000;980000
860015536;IPS;251039780000;1411944000
860035992;IPS;273459324000;86078000
860037950;IPS;279388462000;59918000
860078828;IPS;980585266000;6696649000
860090566;IPS;104486747000;412057000
890100271;IPS;17393300000;622383000
890102768;IPS;423320421000;2709351000
890112801;IPS;28296657000;776609000
890205361;IPS;384845874000;9422756000
890212568;IPS;232037303000;6885129000
890307200;IPS;257427925000;11593418000
890324177;IPS;513534851000;10360552000
890703630;IPS;48932822000;1021637000
890900518;IPS;319847672000;11432316000
890901826;IPS;310960472000;5385353000
890903777;IPS;79765070000;2305376000
890911816;IPS;176605525000;9855518000
890938774;IPS;45656069000;2245295000
890939026;IPS;11989765000;138611000
890939936;IPS;87275284000;3039999000
890981374;IPS;64692885000;2742641000
890982608;IPS;71859006000;122000000
890983994;IPS;39826622000;1859765000
891409981;IPS;55638889000;4339000
899999017;IPS;143680449000;4590911000
900002780;IPS;51189217000;890315000
900019002;IPS;6661554000;137719000
900098476;IPS;123493697000;807163000
900123162;IPS;31517245000;423565000
900204682;IPS;7507267000;69694000
900210981;IPS;311425130000;10036872000
900212286;IPS;779429000;47273000
900224057;IPS;16947494000;857265000
900226451;IPS;36866124000;1770444000
900261353;IPS;92688046000;10299693000
900293923;IPS;125389624000;233958000
900342064;IPS;62761552000;562347000
900582598;IPS;360000000;1898000
900848340;IPS;5859610000;25700000
800047031;MADERA Y MUEBLES;192271288000;2383948000
800049527;MADERA Y MUEBLES;37059528000;695844000
800134773;MADERA Y MUEBLES;41741249000;1051029000
800167200;MADERA Y MUEBLES;73635438000;560623000
800203955;MADERA Y MUEBLES;13535806000;374580000
801000091;MADERA Y MUEBLES;22310379000;504818000
805026021;MADERA Y MUEBLES;43867723000;663453000
811016049;MADERA Y MUEBLES;10568149000;208911000
860000794;MADERA Y MUEBLES;108737816000;833000000
860003009;MADERA Y MUEBLES;152876479000;8623809000
860050753;MADERA Y MUEBLES;56671547000;3770743000
860051447;MADERA Y MUEBLES;27422092000;1096968000
860074578;MADERA Y MUEBLES;45138156000;373831000
860528329;MADERA Y MUEBLES;49663240000;738966000
890104288;MADERA Y MUEBLES;32467656000;1031592000
890323667;MADERA Y MUEBLES;27723850000;182946000
900072587;MADERA Y MUEBLES;8732825000;4770000
900152407;MADERA Y MUEBLES;9677220000;492000
900186129;MADERA Y MUEBLES;8472165000;12279000
900338494;MADERA Y MUEBLES;172926213000;287994000
900493805;MADERA Y MUEBLES;841015000;10190000
900697849;MADERA Y MUEBLES;204666000;88611000
800018359;MANUFACTURA DE PRODUCTOS DE TOCADOR Y ARTICULOS DE ASEO;937888362000;19040842000
800034353;MANUFACTURA DE PRODUCTOS DE TOCADOR Y ARTICULOS DE ASEO;1256915000;52888000
800118334;MANUFACTURA DE PRODUCTOS DE TOCADOR Y ARTICULOS DE ASEO;134747532000;2083484000
811026139;MANUFACTURA DE PRODUCTOS DE TOCADOR Y ARTICULOS DE ASEO;3267183000;352236000
817000809;MANUFACTURA DE PRODUCTOS DE TOCADOR Y ARTICULOS DE ASEO;23387061000;214055000
860000751;MANUFACTURA DE PRODUCTOS DE TOCADOR Y ARTICULOS DE ASEO;317862000000;118000000
860001777;MANUFACTURA DE PRODUCTOS DE TOCADOR Y ARTICULOS DE ASEO;200239456000;2805826000
860002518;MANUFACTURA DE PRODUCTOS DE TOCADOR Y ARTICULOS DE ASEO;1001881767000;3847583000
860007955;MANUFACTURA DE PRODUCTOS DE TOCADOR Y ARTICULOS DE ASEO;488215498000;12671207000
860020536;MANUFACTURA DE PRODUCTOS DE TOCADOR Y ARTICULOS DE ASEO;15499696000;783292000
860020609;MANUFACTURA DE PRODUCTOS DE TOCADOR Y ARTICULOS DE ASEO;52549513000;246687000
860024446;MANUFACTURA DE PRODUCTOS DE TOCADOR Y ARTICULOS DE ASEO;30752675000;537227000
890101815;MANUFACTURA DE PRODUCTOS DE TOCADOR Y ARTICULOS DE ASEO;1064703058000;3881264000
890104521;MANUFACTURA DE PRODUCTOS DE TOCADOR Y ARTICULOS DE ASEO;84014390000;2560575000
890905032;MANUFACTURA DE PRODUCTOS DE TOCADOR Y ARTICULOS DE ASEO;214474001000;132374000
890939742;MANUFACTURA DE PRODUCTOS DE TOCADOR Y ARTICULOS DE ASEO;4568463000;84587000
900041914;MANUFACTURA DE PRODUCTOS DE TOCADOR Y ARTICULOS DE ASEO;820028196000;242494000
900297153;MANUFACTURA DE PRODUCTOS DE TOCADOR Y ARTICULOS DE ASEO;119602388000;1509877000
800007355;MANUFACTURA DE PRODUCTOS FARMACÉUTICOS;18685098000;93503000
800013834;MANUFACTURA DE PRODUCTOS FARMACÉUTICOS;186774484000;7497400000
800032484;MANUFACTURA DE PRODUCTOS FARMACÉUTICOS;13906704000;94593000
800045311;MANUFACTURA DE PRODUCTOS FARMACÉUTICOS;10596022000;3006000
800059688;MANUFACTURA DE PRODUCTOS FARMACÉUTICOS;26083793000;226109000
800092641;MANUFACTURA DE PRODUCTOS FARMACÉUTICOS;16507059000;510036000
800174633;MANUFACTURA DE PRODUCTOS FARMACÉUTICOS;27809815000;12200000
800207192;MANUFACTURA DE PRODUCTOS FARMACÉUTICOS;51755193000;822231000
811000340;MANUFACTURA DE PRODUCTOS FARMACÉUTICOS;38430310000;616862000
817001644;MANUFACTURA DE PRODUCTOS FARMACÉUTICOS;393135772000;3343446000
817001664;MANUFACTURA DE PRODUCTOS FARMACÉUTICOS;6192494000;487015000
830037497;MANUFACTURA DE PRODUCTOS FARMACÉUTICOS;42132295000;3371000
830057982;MANUFACTURA DE PRODUCTOS FARMACÉUTICOS;29915407000;566200000
830076125;MANUFACTURA DE PRODUCTOS FARMACÉUTICOS;122727978000;5157135000
830095169;MANUFACTURA DE PRODUCTOS FARMACÉUTICOS;113531460000;1381345000
860001942;MANUFACTURA DE PRODUCTOS FARMACÉUTICOS;1354764495000;4016582000
860002392;MANUFACTURA DE PRODUCTOS FARMACÉUTICOS;372042020000;6667364000
860002538;MANUFACTURA DE PRODUCTOS FARMACÉUTICOS;464833749000;536703000
860003216;MANUFACTURA DE PRODUCTOS FARMACÉUTICOS;683045683000;1506471000
860020246;MANUFACTURA DE PRODUCTOS FARMACÉUTICOS;24004907000;531200000
860039561;MANUFACTURA DE PRODUCTOS FARMACÉUTICOS;632221365000;3421000
860045758;MANUFACTURA DE PRODUCTOS FARMACÉUTICOS;33407790000;10790000
860066134;MANUFACTURA DE PRODUCTOS FARMACÉUTICOS;151933535000;4811203000
860074358;MANUFACTURA DE PRODUCTOS FARMACÉUTICOS;83140341000;966228000
860531602;MANUFACTURA DE PRODUCTOS FARMACÉUTICOS;62466127000;845788000
890100837;MANUFACTURA DE PRODUCTOS FARMACÉUTICOS;26557381000;176343000
890106527;MANUFACTURA DE PRODUCTOS FARMACÉUTICOS;596685392000;36735093000
890203194;MANUFACTURA DE PRODUCTOS FARMACÉUTICOS;100317820000;141704000
890300466;MANUFACTURA DE PRODUCTOS FARMACÉUTICOS;1311876384000;20296337000
890318919;MANUFACTURA DE PRODUCTOS FARMACÉUTICOS;129622188000;5153856000
890902165;MANUFACTURA DE PRODUCTOS FARMACÉUTICOS;67205239000;869144000
890908196;MANUFACTURA DE PRODUCTOS FARMACÉUTICOS;14284726000;162656000
899999002;MANUFACTURA DE PRODUCTOS FARMACÉUTICOS;75683000000;277000000
900115386;MANUFACTURA DE PRODUCTOS FARMACÉUTICOS;30977454000;1828936000
900226948;MANUFACTURA DE PRODUCTOS FARMACÉUTICOS;78952776000;5596447000
900396295;MANUFACTURA DE PRODUCTOS FARMACÉUTICOS;6108384000;144506000
900441048;MANUFACTURA DE PRODUCTOS FARMACÉUTICOS;57074875000;1441252000
900463029;MANUFACTURA DE PRODUCTOS FARMACÉUTICOS;48780000000;1438000000
900628878;MANUFACTURA DE PRODUCTOS FARMACÉUTICOS;1059121000;45626000
800003781;MAQUINARIA;19317908000;218985000
800022558;MAQUINARIA;129103714000;1415202000
800027374;MAQUINARIA;62428793000;1395862000
800218958;MAQUINARIA;248393405000;17839741000
800219290;MAQUINARIA;31228496000;946928000
800253534;MAQUINARIA;11643097000;122371000
802000989;MAQUINARIA;25663630000;300105000
811025446;MAQUINARIA;53587875000;1227514000
817000724;MAQUINARIA;40097484000;409085000
817000769;MAQUINARIA;7312381000;126944000
817001693;MAQUINARIA;12214134000;477649000
817001694;MAQUINARIA;18418279000;3629000
817002589;MAQUINARIA;83078874000;2408759000
860001767;MAQUINARIA;20674722000;1596373000
860002455;MAQUINARIA;51561933000;606821000
860003563;MAQUINARIA;446124000000;4533000000
860005289;MAQUINARIA;116507637000;3918272000
860017005;MAQUINARIA;291358390000;4671326000
860021302;MAQUINARIA;53628837000;287557000
860031028;MAQUINARIA;864897693000;1985384000
860051688;MAQUINARIA;22267053000;994219000
860091213;MAQUINARIA;31463344000;2091177000
860450450;MAQUINARIA;32249295000;254144000
890101573;MAQUINARIA;3530994000;52601000
890300431;MAQUINARIA;720535587000;8705236000
890301868;MAQUINARIA;39600363000;173002000
890302906;MAQUINARIA;21079144000;12039000
890304403;MAQUINARIA;11002466000;96723000
890311875;MAQUINARIA;287232114000;3696488000
890400246;MAQUINARIA;61196625000;467474000
890406589;MAQUINARIA;15598486000;49197000
890801748;MAQUINARIA;504977014000;2312251000
890900281;MAQUINARIA;759246399000;19057714000
890901821;MAQUINARIA;16405703000;201896000
890901866;MAQUINARIA;52269173000;457624000
890906904;MAQUINARIA;47414545000;1224710000
890910354;MAQUINARIA;69462845000;563788000
890922263;MAQUINARIA;39413596000;118042000
899999044;MAQUINARIA;467788521000;35235000
900106873;MAQUINARIA;59602660000;1057186000
900107634;MAQUINARIA;27656561000;18733000
900163861;MAQUINARIA;49861426000;160527000
900388600;MAQUINARIA;325560363000;26082083000
900403787;MAQUINARIA;40435566000;455333000
900599745;MAQUINARIA;68718754000;660822000
900666078;MAQUINARIA;52587945000;518333000
900896300;MAQUINARIA;2161689000;166800000
800002942;MEDIOS;73129657000;197783000
800077715;MEDIOS;17051001000;244470000
800136835;MEDIOS;292635506000;1644349000
800155224;MEDIOS;1950538000;649000
802012348;MEDIOS;90845016000;12406187000
802013501;MEDIOS;22339034000;461904000
811021654;MEDIOS;166308000000;3527000000
811034248;MEDIOS;695857000;1650000
830000324;MEDIOS;55903723000;179100000
830029703;MEDIOS;584604151000;13120551000
830046582;MEDIOS;3282933000;69000
830053800;MEDIOS;2913443297000;12317290000
830058677;MEDIOS;55838682000;1126475000
830065129;MEDIOS;10758646000;51494000
830072490;MEDIOS;7812211000;70000
830078515;MEDIOS;139717933000;22620915000
830093850;MEDIOS;125500000000;380000000
830117106;MEDIOS;35680424000;1386717000
830119051;MEDIOS;79041533000;4505094000
830119914;MEDIOS;34345737000;65377000
860001022;MEDIOS;434251766000;4878425000
860007590;MEDIOS;60645956000;3166718000
860014923;MEDIOS;222026145000;126604000
860025674;MEDIOS;716198472000;13390768000
860044421;MEDIOS;34917984000;382726000
860063869;MEDIOS;84397738000;70187000
860074671;MEDIOS;30427063000;1324665000
860509265;MEDIOS;85797620000;440000
860523280;MEDIOS;8225597000;215479000
890100477;MEDIOS;52198378000;24196000
890103197;MEDIOS;76799813000;1770193000
890201798;MEDIOS;39252799000;1191606000
890301752;MEDIOS;55650594000;590110000
890404273;MEDIOS;24900978000;732839000
890903910;MEDIOS;173744351000;362742000
890905065;MEDIOS;222500000000;14944000000
900037148;MEDIOS;22293150000;156831000
900474762;MEDIOS;25961000000;363000000
900541359;MEDIOS;71570463000;20815000
900631191;MEDIOS;21625624000;112636000
900644255;MEDIOS;22051270000;681268000
900654047;MEDIOS;1047232000;141148000
800146323;MOLINERÍA Y DERIVADOS;18939443000;200784000
800146425;MOLINERÍA Y DERIVADOS;291535959000;1668463000
800161555;MOLINERÍA Y DERIVADOS;41670781000;191338000
800249326;MOLINERÍA Y DERIVADOS;35653842000;1409589000
802001105;MOLINERÍA Y DERIVADOS;137425634000;888538000
811009359;MOLINERÍA Y DERIVADOS;34444761000;70000000
811014994;MOLINERÍA Y DERIVADOS;670903000000;32178000000
817000705;MOLINERÍA Y DERIVADOS;232091000000;1384000000
830002366;MOLINERÍA Y DERIVADOS;478076000000;1691000000
830006735;MOLINERÍA Y DERIVADOS;302559968000;3929935000
830014239;MOLINERÍA Y DERIVADOS;16998575000;22329000
830080446;MOLINERÍA Y DERIVADOS;11281588000;16632000
830511795;MOLINERÍA Y DERIVADOS;15164000000;22000000
860000258;MOLINERÍA Y DERIVADOS;91109697000;1088799000
860003831;MOLINERÍA Y DERIVADOS;307841586000;3796417000
860017055;MOLINERÍA Y DERIVADOS;208219000000;8431000000
860038626;MOLINERÍA Y DERIVADOS;27250567000;987000
860400008;MOLINERÍA Y DERIVADOS;98519068000;1018543000
890100683;MOLINERÍA Y DERIVADOS;42345045000;1019906000
890106814;MOLINERÍA Y DERIVADOS;137995434000;1617814000
890200408;MOLINERÍA Y DERIVADOS;21865202000;351151000
890204396;MOLINERÍA Y DERIVADOS;45690843000;183662000
890212673;MOLINERÍA Y DERIVADOS;42506468000;1087499000
890301690;MOLINERÍA Y DERIVADOS;689476985000;1884811000
890316759;MOLINERÍA Y DERIVADOS;12041654000;7669000
890400372;MOLINERÍA Y DERIVADOS;123485660000;1275828000
890905860;MOLINERÍA Y DERIVADOS;67969423000;177000
891300382;MOLINERÍA Y DERIVADOS;729267824000;11035207000
891303109;MOLINERÍA Y DERIVADOS;27308765000;183547000
891701595;MOLINERÍA Y DERIVADOS;74082000000;266000000
891903392;MOLINERÍA Y DERIVADOS;31278094000;405000
900027991;MOLINERÍA Y DERIVADOS;4422248000;282137000
900095680;MOLINERÍA Y DERIVADOS;24902429000;493444000
900310190;MOLINERÍA Y DERIVADOS;68058546000;1703028000
900372462;MOLINERÍA Y DERIVADOS;47250309000;85000
